     1→import io
     2→import base64
     3→import json
     4→import re
     5→import time
     6→import asyncio
     7→import httpx
     8→from PIL import Image
     9→import logging
    10→from collections import Counter
    11→from typing import List, Optional, Dict, Any, Tuple
    12→
    13→from core.config import LOCAL_AI_ENDPOINT, MODEL_NAME, LLM_MODE, LLM_API_KEY, PROMPT_VARIANT
    14→from core.ollama_service import generate as llm_generate, LLMError
    15→
    16→logger = logging.getLogger(__name__)
    17→LLM_QUEUE_LOCK = asyncio.Lock()
    18→
    19→PRO_TA_SYSTEM_PROMPT = """Ты — алгоритмический трейдер. Работай СТРОГО ПО ФАКТУ.
    20→
    21→ЖЁСТКИЕ ПРАВИЛА:
    22→- Запрещены сценарии, предположения, "возможно", "надеюсь".
    23→- Каждое поле JSON отделяй запятой.
    24→- После каждого строкового значения обязателен разделитель.
    25→- Не пропускай запятые между полями.
    26→- Не выдумывай данные, уровни, новости, объёмы или индикаторы.
    27→- Анализируй только закрытые свечи.
    28→- Если данных недостаточно, прямо укажи это.
    29→- Приоритет у старших таймфреймов.
    30→- Фибо используй только как контекст коррекции, не для SL/TP и не для сигналов.
    31→- Не смешивай вход и выход: вход = триггер, выход = SL/TP.
    32→- Работай только по подтверждённому пробою и объёму.
    33→- Импульс не считать трендом без закрепления и подтверждения объёмом.
    34→- Определи, не находится ли рынок в зоне завершения импульса (риск конца 5-й волны и ABC).
    35→- Если цена между ключевыми уровнями и без подтверждения — no_signal или accumulation.
    36→- false_breakout ставь только если есть явный выход за границу зоны, возврат внутрь и объёмное подтверждение. Если есть только реакция у уровня без явного выхода — используй retest, reversal или no_signal.
    37→
    38→ПРИМЕРЫ ОТВЕТОВ (few-shot):
    39→
    40→ПРИМЕР 1 — no_signal (цена между уровнями, без подтверждения):
    41→{
    42→  "price": 63895.5,
  1327→        _safe_float(alternative.get("tp1")),
  1328→    )
  1329→
  1330→        # -----------------------------
  1331→    # 12.1) Volume-aware validation
  1332→    # -----------------------------
  1333→    volume_obj = data.get("volume_context")
  1334→    volume_ctx = volume_obj if isinstance(volume_obj, dict) else {}
  1335→
  1336→    ad_trend = str(volume_ctx.get("ad_trend", "unknown")).lower()
  1337→    cmf_val = _safe_float(volume_ctx.get("cmf_20"))
  1338→    volume_confirmation = str(volume_ctx.get("volume_confirmation", "unknown")).lower()
  1339→    divergence = str(volume_ctx.get("divergence", "unknown")).lower()
  1340→
  1341→    volume_bullish = (
  1342→        volume_confirmation == "bullish"
  1343→        or (ad_trend == "rising" and (cmf_val is not None and cmf_val > 0))
  1344→        or divergence == "bullish"
  1345→    )
  1346→    volume_bearish = (
  1347→        volume_confirmation == "bearish"
  1348→        or (ad_trend == "falling" and (cmf_val is not None and cmf_val < 0))
  1349→        or divergence == "bearish"
  1350→    )
  1351→
  1352→        # -----------------------------
  1353→    # 12.2) Scenario / risk consistency
  1354→    # -----------------------------
  1355→    primary_has_risk = any(primary.get(k) is not None for k in ("sl", "tp1", "tp2", "tp3"))
  1356→    alt_has_risk = any(alternative.get(k) is not None for k in ("sl", "tp1", "tp2", "tp3"))
  1357→
  1358→    # Если primary_valid, но primary пустой — это ошибка сценария
  1359→    if str(data.get("scenario_status", "")).lower() == "primary_valid" and not primary_has_risk:
  1360→        if alt_has_risk:
  1361→            data["scenario_status"] = "alternative_active"
  1362→            data["scenario_status_comment"] = (
  1363→                data.get("scenario_status_comment") or "Основной сценарий не собран, активен альтернативный."
  1364→            )
  1365→        else:
  1366→            data["scenario_status"] = "no_alternative"
  1367→            data["scenario_status_comment"] = (
  1368→                data.get("scenario_status_comment") or "Сценарий не подтверждён, риск-блоки пусты."
  1369→            )
  1370→
  1371→    # Если false_breakout есть, но primary пустой — строим primary по текущему направлению
  1372→    if signal_status.startswith("false_breakout") and not primary_has_risk and current_price is not None and candidates:
  1373→        if direction_hint == "long":
  1374→            below = [x for x in candidates if x < current_price]
  1375→            above = [x for x in candidates if x > current_price]
  1376→
  1377→            primary["sl"] = below[-1] if below else (min(candidates) if candidates else None)
  1378→            primary["tp1"] = above[0] if above else None
  1379→            primary["tp2"] = above[1] if len(above) > 1 else primary["tp1"]
  1380→            primary["tp3"] = above[2] if len(above) > 2 else primary["tp2"]
  1381→        else:
  1382→            above = [x for x in candidates if x > current_price]
  1383→            below = [x for x in candidates if x < current_price]
  1384→
  1385→            primary["sl"] = above[0] if above else (max(candidates) if candidates else None)
  1386→            primary["tp1"] = below[-1] if below else None
  1387→            primary["tp2"] = below[-2] if len(below) > 1 else primary["tp1"]
  1388→            primary["tp3"] = below[-3] if len(below) > 2 else primary["tp2"]
  1389→
  1390→        primary["rr"] = _calc_rr(
  1391→            current_price,
  1392→            _safe_float(primary.get("sl")),
  1393→            _safe_float(primary.get("tp1")),
  1394→        )
  1395→        rm["primary"] = primary
  1396→
  1397→            # -----------------------------
  1398→    # 12.3) SL adjustment with volume context
  1399→    # -----------------------------
  1400→    def _widen_sl(sl_value: float | None, price_value: float | None, direction: str, factor: float = 0.35) -> float | None:
  1401→        if sl_value is None or price_value is None:
  1402→            return sl_value
  1403→        if direction == "long":
  1404→            return round(sl_value - abs(price_value - sl_value) * factor, 6)
  1405→        if direction == "short":
  1406→            return round(sl_value + abs(price_value - sl_value) * factor, 6)
  1407→        return sl_value
  1408→
  1409→    # Если объём не подтверждает движение — SL чуть дальше, чтобы не выбило на шуме
  1410→    if current_price is not None:
  1411→        if signal_status.startswith("false_breakout"):
  1412→            if volume_bullish and direction_hint == "long":
  1413→                primary["sl"] = _widen_sl(_safe_float(primary.get("sl")), current_price, "long", factor=0.20)
  1414→            elif volume_bearish and direction_hint == "short":
  1415→                primary["sl"] = _widen_sl(_safe_float(primary.get("sl")), current_price, "short", factor=0.20)
  1416→            else:
  1417→                primary["sl"] = _widen_sl(_safe_float(primary.get("sl")), current_price, direction_hint, factor=0.45)
  1418→
  1419→        elif signal_status in ("retest", "reversal"):
  1420→            primary["sl"] = _widen_sl(_safe_float(primary.get("sl")), current_price, direction_hint, factor=0.30)
  1421→
  1422→    primary["rr"] = _calc_rr(
  1423→        current_price,
  1424→        _safe_float(primary.get("sl")),
  1425→        _safe_float(primary.get("tp1")),
  1426→    )
  1427→
  1428→        # -----------------------------
  1429→    # 12.4) Volume invalidation
  1430→    # -----------------------------
  1431→    if signal_status.startswith("false_breakout") and current_price is not None:
  1432→        if direction_hint == "long" and volume_bearish:
  1433→            data["scenario_status"] = "primary_invalidated"
  1434→            data["scenario_status_comment"] = (
  1435→                data.get("scenario_status_comment") or "Объём не подтверждает длинный сценарий."
  1436→            )
  1437→        elif direction_hint == "short" and volume_bullish:
  1438→            data["scenario_status"] = "primary_invalidated"
  1439→            data["scenario_status_comment"] = (
  1440→                data.get("scenario_status_comment") or "Объём не подтверждает короткий сценарий."
  1441→            )
  1442→        
  1443→        # -----------------------------
  1444→    # 12.5) Reconcile scenario with risk blocks
  1445→    # -----------------------------
  1446→    primary_has_risk = any(primary.get(k) is not None for k in ("sl", "tp1", "tp2", "tp3"))
  1447→    alt_has_risk = any(alternative.get(k) is not None for k in ("sl", "tp1", "tp2", "tp3"))
  1448→
  1449→    if str(data.get("scenario_status", "")).lower() == "primary_valid" and not primary_has_risk:
  1450→        if alt_has_risk:
  1451→            data["scenario_status"] = "alternative_active"
  1452→            data["scenario_status_comment"] = (
  1453→                data.get("scenario_status_comment") or "Основной сценарий не собран, активен альтернативный."
  1454→            )
  1455→        else:
  1456→            data["scenario_status"] = "no_alternative"
  1457→            data["scenario_status_comment"] = (
  1458→                data.get("scenario_status_comment") or "Сценарий не подтверждён, риск-блоки пусты."
  1459→            )
  1460→
  1461→    if signal_status.startswith("false_breakout") and not primary_has_risk and current_price is not None and candidates:
  1462→        if direction_hint == "long":
  1463→            below = [x for x in candidates if x < current_price]
  1464→            above = [x for x in candidates if x > current_price]
  1465→            primary["sl"] = below[-1] if below else (min(candidates) if candidates else None)
  1466→            primary["tp1"] = above[0] if above else None
  1467→            primary["tp2"] = above[1] if len(above) > 1 else primary["tp1"]
  1468→            primary["tp3"] = above[2] if len(above) > 2 else primary["tp2"]
  1469→        else:
  1470→            above = [x for x in candidates if x > current_price]
  1471→            below = [x for x in candidates if x < current_price]
  1472→            primary["sl"] = above[0] if above else (max(candidates) if candidates else None)
  1473→            primary["tp1"] = below[-1] if below else None
  1474→            primary["tp2"] = below[-2] if len(below) > 1 else primary["tp1"]
  1475→            primary["tp3"] = below[-3] if len(below) > 2 else primary["tp2"]
  1476→
  1477→        primary["rr"] = _calc_rr(
  1478→            current_price,
  1479→            _safe_float(primary.get("sl")),
  1480→            _safe_float(primary.get("tp1")),
  1481→        )
  1482→        rm["primary"] = primary
  1483→
  1484→    # -----------------------------
  1485→    # 12.6) SL buffer from structural edge
  1486→    # -----------------------------
  1487→    atr_hint = _safe_float(data.get("atr")) or _safe_float(data.get("atr_last"))
  1488→    if atr_hint is None:
  1489→        atr_hint = abs(current_price or 0.0) * 0.002 if current_price is not None else 0.0
  1490→    sl_buffer = max(atr_hint * 0.2, (abs(current_price) * 0.0015 if current_price is not None else 0.0), 1e-9)
  1491→
  1492→    def _apply_sl_buffer(sl_value: float | None, direction: str) -> float | None:
  1493→        if sl_value is None or current_price is None:
  1494→            return sl_value
  1495→        if direction == "long":
  1496→            return round(sl_value - sl_buffer, 6)
  1497→        if direction == "short":
  1498→            return round(sl_value + sl_buffer, 6)
  1499→        return sl_value
  1500→
  1501→    if primary.get("sl") is not None:
  1502→        primary["sl"] = _apply_sl_buffer(_safe_float(primary.get("sl")), direction_hint)
  1503→
  1504→    if alt_has_risk and alternative.get("sl") is not None:
  1505→        alt_direction = "short" if direction_hint == "long" else "long"
  1506→        alternative["sl"] = _apply_sl_buffer(_safe_float(alternative.get("sl")), alt_direction)
  1507→
  1508→    # -----------------------------
  1509→    # 12.6b) P2-4: SL/TP logical validation
  1510→    # LONG  → SL must be < price, TP must be > price
  1511→    # SHORT → SL must be > price, TP must be < price
  1512→    # RR must be > 1.0, otherwise clear risk block (unrealistic)
  1513→    # -----------------------------
  1514→    active_signals = ("aggressive_breakout", "retest", "reversal", "false_breakout")
  1515→    if signal_status in active_signals and current_price is not None:
  1516→        for block_name, block_dir in (("primary", direction_hint), ("alternative", alt_direction)):
  1517→            block = rm.get(block_name)
  1518→            if not isinstance(block, dict):
  1519→                continue
  1520→            sl = _safe_float(block.get("sl"))
  1521→            tp1 = _safe_float(block.get("tp1"))
  1522→            rr = _safe_float(block.get("rr"))
  1523→
  1524→            if block_dir == "long":
  1525→                if sl is not None and sl >= current_price:
  1526→                    block["sl"] = None
  1527→                    block["sl_invalid"] = True
  1528→                if tp1 is not None and tp1 <= current_price:
  1529→                    block["tp1"] = None
  1530→                    block["tp1_invalid"] = True
  1531→            else:  # short
  1532→                if sl is not None and sl <= current_price:
  1533→                    block["sl"] = None
  1534→                    block["sl_invalid"] = True
  1535→                if tp1 is not None and tp1 >= current_price:
  1536→                    block["tp1"] = None
  1537→                    block["tp1_invalid"] = True
  1538→
  1539→            # Recalc RR after possible corrections
  1540→            block["rr"] = _calc_rr(current_price, _safe_float(block.get("sl")), _safe_float(block.get("tp1")))
  1541→            rr = _safe_float(block.get("rr"))
  1542→
  1543→            # RR < 1.0 — risk > reward, signal is unrealistic
  1544→            if rr is not None and rr < 1.0:
  1545→                block["sl"] = None
  1546→                block["tp1"] = None
  1547→                block["tp2"] = None
  1548→                block["tp3"] = None
  1549→                block["rr"] = None
  1550→                block["rr_invalid"] = True
  1551→
  1552→        rm["primary"] = rm.get("primary", primary)
  1553→        rm["alternative"] = rm.get("alternative", alternative)
  1554→        data["risk_management"] = rm
  1555→
  1556→    # -----------------------------
  1557→    # 12.7) Volume bias influence
  1558→    # -----------------------------
  1559→    if current_price is not None:
  1560→        if volume_bullish and direction_hint == "long":
  1561→            data["confidence"] = "high" if str(data.get("confidence", "")).lower() != "high" else data["confidence"]
  1562→            if not data.get("confidence_reason"):
  1563→                data["confidence_reason"] = "Объём подтверждает направление вверх."
  1564→        elif volume_bearish and direction_hint == "short":
  1565→            data["confidence"] = "high" if str(data.get("confidence", "")).lower() != "high" else data["confidence"]
  1566→            if not data.get("confidence_reason"):
  1567→                data["confidence_reason"] = "Объём подтверждает направление вниз."
  1568→        elif volume_confirmation == "neutral" or divergence == "none":
  1569→            if str(data.get("confidence", "")).lower() == "high":
  1570→                data["confidence"] = "medium"
  1571→
  1572→    primary["rr"] = _calc_rr(
  1573→        current_price,
  1574→        _safe_float(primary.get("sl")),
  1575→        _safe_float(primary.get("tp1")),
  1576→    )
  1577→    alternative["rr"] = _calc_rr(
  1578→        current_price,
  1579→        _safe_float(alternative.get("sl")),
  1580→        _safe_float(alternative.get("tp1")),
  1581→    )
  1582→
  1583→        # -----------------------------
  1584→    # 12.8) Final consistency normalizer
  1585→    # -----------------------------
  1586→    primary_has_risk = any(primary.get(k) is not None for k in ("sl", "tp1", "tp2", "tp3"))
  1587→    alt_has_risk = any(alternative.get(k) is not None for k in ("sl", "tp1", "tp2", "tp3"))
  1588→
  1589→    if str(data.get("scenario_status", "")).lower() == "primary_valid" and not primary_has_risk:
  1590→        if alt_has_risk:
  1591→            data["scenario_status"] = "alternative_active"
  1592→            data["scenario_status_comment"] = (
  1593→                data.get("scenario_status_comment") or "Основной сценарий не собран, активен альтернативный."
  1594→            )
  1595→        else:
  1596→            data["scenario_status"] = "no_alternative"
  1597→            data["scenario_status_comment"] = (
  1598→                data.get("scenario_status_comment") or "Сценарий не подтверждён, риск-блоки пусты."
  1599→            )
  1600→
  1601→    if data.get("signal_status") == "no_signal":
  1602→        rm["primary"] = _empty_risk()
  1603→        rm["alternative"] = _empty_risk()
  1604→        data["risk_management"] = rm
  1605→        data["scenario_status"] = "no_alternative"
  1606→        if not data.get("scenario_status_comment"):
  1607→            data["scenario_status_comment"] = "Нет сигнала, риск-блоки очищены."
  1608→
  1609→    if data.get("signal_status") == "accumulation":
  1610→        rm["primary"] = _empty_risk()
  1611→        rm["alternative"] = _empty_risk()
  1612→        data["risk_management"] = rm
  1613→        data["scenario_status"] = "no_alternative"
  1614→        if not data.get("scenario_status_comment"):
  1615→            data["scenario_status_comment"] = "Накопление без подтверждённого пробоя."
  1616→
  1617→    if signal_status.startswith("false_breakout") and not primary_has_risk and current_price is not None and candidates:
  1618→        if direction_hint == "long":
  1619→            below = [x for x in candidates if x < current_price]
  1620→            above = [x for x in candidates if x > current_price]
  1621→            primary["sl"] = round((below[-1] if below else min(candidates)) - sl_buffer, 6)
  1622→            primary["tp1"] = above[0] if above else None
  1623→            primary["tp2"] = above[1] if len(above) > 1 else primary["tp1"]
  1624→            primary["tp3"] = above[2] if len(above) > 2 else primary["tp2"]
  1625→        else:
  1626→            above = [x for x in candidates if x > current_price]
  1627→            below = [x for x in candidates if x < current_price]
  1628→            primary["sl"] = round((above[0] if above else max(candidates)) + sl_buffer, 6)
  1629→            primary["tp1"] = below[-1] if below else None
  1630→            primary["tp2"] = below[-2] if len(below) > 1 else primary["tp1"]
  1631→            primary["tp3"] = below[-3] if len(below) > 2 else primary["tp2"]
  1632→
  1633→        primary["rr"] = _calc_rr(
  1634→            current_price,
  1635→            _safe_float(primary.get("sl")),
  1636→            _safe_float(primary.get("tp1")),
  1637→        )
  1638→        rm["primary"] = primary
  1639→
  1640→    if signal_status.startswith("false_breakout"):
  1641→        if direction_hint == "long" and volume_bearish:
  1642→            data["scenario_status"] = "primary_invalidated"
  1643→            data["scenario_status_comment"] = (
  1644→                data.get("scenario_status_comment") or "Объём не подтверждает длинный сценарий."
  1645→            )
  1646→        elif direction_hint == "short" and volume_bullish:
  1647→            data["scenario_status"] = "primary_invalidated"
  1648→            data["scenario_status_comment"] = (
  1649→                data.get("scenario_status_comment") or "Объём не подтверждает короткий сценарий."
  1650→            )
  1651→
  1652→    primary["rr"] = _calc_rr(
  1653→        current_price,
  1654→        _safe_float(primary.get("sl")),
  1655→        _safe_float(primary.get("tp1")),
  1656→    )
  1657→    alternative["rr"] = _calc_rr(
  1658→        current_price,
  1659→        _safe_float(alternative.get("sl")),
  1660→        _safe_float(alternative.get("tp1")),
  1661→    )
  1662→
  1663→    rm["primary"] = primary
  1664→    rm["alternative"] = alternative
  1665→    data["risk_management"] = rm
  1666→
  1667→    # -----------------------------
  1668→    # 13) Финальная нормализация комментариев и статусов
  1669→    # -----------------------------
  1670→    if data.get("scenario_status") == "alternative_active":
  1671→        if not isinstance(data.get("scenario_status_comment"), str) or not data["scenario_status_comment"].strip():
  1672→            data["scenario_status_comment"] = "Альтернативный сценарий активен"
  1673→
  1674→    if data.get("scenario_status") not in (
  1675→        "primary_valid",
  1676→        "primary_invalidated",
  1677→        "alternative_active",
  1678→        "no_alternative",
  1679→    ):
  1680→        data["scenario_status"] = "no_alternative"
  1681→
  1682→    for key in ("risk_management_comment", "scenario_status_comment", "entry_conditions_comment"):
  1683→        val = data.get(key)
  1684→        if not isinstance(val, str):
  1685→            data[key] = ""
  1686→
  1687→    # -----------------------------
  1688→    # 14) Финальный нормализатор блока риска
  1689→    # -----------------------------
  1690→    rm_final = data.get("risk_management")
  1691→    if not isinstance(rm_final, dict):
  1692→        rm_final = _empty_bundle()
  1693→
  1694→    primary_final = rm_final.get("primary")
  1695→    alternative_final = rm_final.get("alternative")
  1696→
  1697→    if not isinstance(primary_final, dict):
  1698→        primary_final = _empty_risk()
  1699→        rm_final["primary"] = primary_final
  1700→    if not isinstance(alternative_final, dict):
  1701→        alternative_final = _empty_risk()
  1702→        rm_final["alternative"] = alternative_final
  1703→
  1704→    rm_final["primary"] = _normalize_risk_block(primary_final)
  1705→    rm_final["alternative"] = _normalize_risk_block(alternative_final)
  1706→    data["risk_management"] = rm_final
  1707→    
  1708→    # -----------------------------
  1709→    # 14.1) Remove noisy placeholders
  1710→    # -----------------------------
  1711→    for key in ("fact_feedback", "signal_status_comment", "scenario_status_comment", "risk_management_comment", "entry_conditions_comment"):
  1712→        if isinstance(data.get(key), str):
  1713→            data[key] = _normalize_zone_text(data[key])
  1714→
  1715→    # remove duplicate spaces / empty lines in text fields
  1716→    for key in ("fact_feedback", "signal_status_comment", "scenario_status_comment", "risk_management_comment", "entry_conditions_comment", "confidence_reason"):
  1717→        if isinstance(data.get(key), str):
  1718→            data[key] = _cleanup_empty_lines(data[key])
  1719→
  1720→    # if missing facts, make them explicit only when needed
  1721→    if not str(data.get("fact_feedback", "")).strip():
  1722→        data["fact_feedback"] = "Нет подтверждённых фактов для сигнала."
  1723→
  1724→    return data
  1725→
  1726→def _normalize_zone_text(text: str) -> str:
  1727→    text = str(text or "").strip()
  1728→    if not text:
  1729→        return ""
  1730→    text = text.replace("—", "-").replace("–", "-")
  1731→    text = text.replace("  ", " ")
  1732→    return text
  1733→
  1734→
  1735→def _format_num(v):
  1736→    try:
  1737→        if v is None:
  1738→            return "Н/Д"
  1739→        f = float(v)
  1740→        if abs(f - round(f)) < 1e-9:
  1741→            return str(int(round(f)))
  1742→        return f"{f:.2f}"
  1743→    except Exception:
  1744→        return "Н/Д"
  1745→
  1746→
  1747→def _merge_close_levels(levels: list[float], tolerance_ratio: float = 0.0015) -> list[float]:
  1748→    if not levels:
  1749→        return []
  1750→    levels = sorted(float(x) for x in levels if x is not None)
  1751→    merged = [levels[0]]
  1752→    for lvl in levels[1:]:
  1753→        last = merged[-1]
  1754→        tol = max(abs(last) * tolerance_ratio, 0.5)
  1755→        if abs(lvl - last) <= tol:
  1756→            merged[-1] = round((last + lvl) / 2.0, 6)
  1757→        else:
  1758→            merged.append(lvl)
  1759→    return merged
  1760→
  1761→
  1762→def _zone_label(tf: str) -> str:
  1763→    tf = str(tf or "").strip().upper()
  1764→    if tf in ("1H", "H1", "1"):
  1765→        return "H1"
  1766→    if tf in ("4H", "H4", "4"):
  1767→        return "H4"
  1768→    if tf in ("15M", "M15", "15"):
  1769→        return "M15"
  1770→    if tf in ("1D", "D1"):
  1771→        return "D1"
  1772→    return tf or "TF"
  1773→
  1774→
  1775→def _cleanup_empty_lines(text: str) -> str:
  1776→    lines = [line.rstrip() for line in str(text or "").splitlines()]
  1777→    out = []
  1778→    prev_empty = False
  1779→    for line in lines:
  1780→        is_empty = not line.strip()
  1781→        if is_empty and prev_empty:
  1782→            continue
  1783→        out.append(line)
  1784→        prev_empty = is_empty
  1785→    return "\n".join(out).strip()
  1786→
  1787→def format_json_for_tg(data: dict) -> str:
  1788→    if not isinstance(data, dict):
  1789→        return "⚠️ Неверный формат данных анализа."
  1790→    if data.get("error"):
  1791→        return f"⚠️ {data.get('message', 'Ошибка анализа.')}"
  1792→
  1793→    def fmt(v):
  1794→        if v is None or v == "None" or v == "":
  1795→            return "Н/Д"
  1796→        return str(v)
  1797→
  1798→    def clean(v):
  1799→        s = fmt(v)
  1800→        return "" if s in ("Н/Д", "[]", "{}") else s
  1801→
  1802→    price = data.get("price")
  1803→    signal_status = str(data.get("signal_status", "no_signal"))
  1804→    current_substructure = str(data.get("current_substructure", "unknown"))
  1805→    prev_trend = str(data.get("prev_trend", "unknown"))
  1806→
  1807→    key_zones = data.get("key_zones") or {}
  1808→    risk = data.get("risk_management") or {}
  1809→    entry = data.get("entry_conditions") or {}
  1810→    tf_zones = data.get("tf_zones") or {}
  1811→    confluence_levels = data.get("confluence_levels") or []
  1812→    tf_span_map = data.get("tf_span_map") or {}
  1813→
  1814→    primary = risk.get("primary") or {}
  1815→    alternative = risk.get("alternative") or {}
  1816→
  1817→    psl = primary.get("sl")
  1818→    ptp1 = primary.get("tp1")
  1819→    ptp2 = primary.get("tp2")
  1820→    ptp3 = primary.get("tp3")
  1821→    prr = primary.get("rr")
  1822→
  1823→    asl = alternative.get("sl")
  1824→    atp1 = alternative.get("tp1")
  1825→    atp2 = alternative.get("tp2")
  1826→    atp3 = alternative.get("tp3")
  1827→    arr = alternative.get("rr")
  1828→
  1829→    ordered = []
  1830→    for tf, z in tf_zones.items():
  1831→        if isinstance(z, dict):
  1832→            upper = z.get("upper")
  1833→            lower = z.get("lower")
  1834→            if upper is not None or lower is not None:
  1835→                ordered.append((_zone_label(tf), z))
  1836→    tf_block = []
  1837→    if ordered:
  1838→        seen = set()
  1839→        for tf, z in ordered:
  1840→            upper = z.get("upper")
  1841→            lower = z.get("lower")
  1842→            key = (round(float(lower), 4) if lower is not None else None, round(float(upper), 4) if upper is not None else None)
  1843→            if key in seen:
  1844→                continue
  1845→            seen.add(key)
  1846→            tf_block.append(f"• {tf}: [{_format_num(lower)} - {_format_num(upper)}]")
  1847→    else:
  1848→        tf_block.append("• Нет")
  1849→
  1850→    confluence_text = []
  1851→    if isinstance(confluence_levels, list) and confluence_levels:
  1852→        for item in confluence_levels[:8]:
  1853→            if isinstance(item, dict):
  1854→                lvl = item.get("level")
  1855→                tfs = item.get("timeframes", [])
  1856→                pr = item.get("priority", "low")
  1857→                sp = item.get("spread")
  1858→                kind = item.get("kind", "mixed")
  1859→                confluence_text.append(
  1860→                    f"• {_format_num(lvl)} | TF: {fmt(tfs)} | {pr} | spread={_format_num(sp)} | {kind}"
  1861→                )
  1862→
  1863→    tf_span_text = []
  1864→    if isinstance(tf_span_map, dict) and tf_span_map:
  1865→        for tf, span in tf_span_map.items():
  1866→            tf_span_text.append(f"• {_zone_label(tf)}: {_format_num(span)}")
  1867→
  1868→    state_diff = data.get("state_diff") if isinstance(data.get("state_diff"), dict) else {}
  1869→    state_line = ""
  1870→    if state_diff:
  1871→        state_line = f"🧠 State: {fmt(state_diff.get('zone_status', 'unknown'))} | Ref TF: {fmt(state_diff.get('active_reference_tf', 'unknown'))}"
  1872→
  1873→    lines = []
  1874→
  1875→    lines.append(f"💰 Цена: {_format_num(price)}")
  1876→    lines.append(f"🧭 Prev trend: {prev_trend.capitalize()}")
  1877→    lines.append(f"🧭 Current substructure: {clean(current_substructure)}")
  1878→    lines.append(f"🌍 HTF структура: {clean(data.get('htf_structure', 'unknown')).capitalize()}")
  1879→    lines.append(clean(data.get("htf_structure_comment", "")))
  1880→    lines.append(f"📈 Тренд: {clean(data.get('trend_structure', 'unknown')).capitalize()}")
  1881→    lines.append(clean(data.get("trend_structure_comment", "")))
  1882→    lines.append(f"🧩 LTF структура: {clean(data.get('ltf_structure', 'unknown')).capitalize()}")
  1883→    lines.append(clean(data.get("ltf_structure_comment", "")))
  1884→    lines.append(f"🧩 Накопление/распределение: {clean(data.get('accumulation_state', 'unknown')).capitalize()}")
  1885→    lines.append(clean(data.get("accumulation_state_comment", "")))
  1886→    lines.append(f"🌊 Волновая фаза: {clean(data.get('wave_phase', 'unclear')).replace('_', ' ').capitalize()}")
  1887→    lines.append(clean(data.get("wave_phase_comment", "")))
  1888→    lines.append(f"⚠️ ABC риск: {clean(data.get('abc_risk', 'unknown')).replace('_', ' ').capitalize()}")
  1889→    lines.append(clean(data.get("abc_risk_comment", "")))
  1890→    lines.append(f"📏 Зоны: R={_format_num(key_zones.get('resistance'))} | S={_format_num(key_zones.get('support'))}")
  1891→    lines.append(clean(data.get("key_zones_comment", "")))
  1892→
  1893→    lines.append("📦 ЗОНЫ ПО ТФ:")
  1894→    if tf_block:
  1895→        for x in tf_block:
  1896→            lines.append("  " + x)
  1897→    else:
  1898→        lines.append("  • Нет")
  1899→
  1900→    lines.append("📐 Confluence:")
  1901→    if confluence_text:
  1902→        for x in confluence_text:
  1903→            lines.append("  " + x)
  1904→    else:
  1905→        lines.append("  • Нет")
  1906→
  1907→    lines.append("📏 TF span map:")
  1908→    if tf_span_text:
  1909→        for x in tf_span_text:
  1910→            lines.append("  " + x)
  1911→    else:
  1912→        lines.append("  • Нет")
  1913→
  1914→    if state_line:
  1915→        lines.append(state_line)
  1916→
  1917→    lines.append(f"🚦 Сигнал: {clean(signal_status).replace('_', ' ').capitalize()}")
  1918→    lines.append(clean(data.get("signal_status_comment", "")))
  1919→    lines.append(f"⚡ Агрессивный: {fmt(entry.get('aggressive'))}")
  1920→    lines.append(f"🛡️ Консервативный: {fmt(entry.get('conservative'))}")
  1921→    lines.append(f"📊 Статус: {fmt(entry.get('current_status'))}")
  1922→    lines.append(clean(data.get("entry_conditions_comment", "")))
  1923→    lines.append(f"⚖️ Основной риск: SL={_format_num(psl)} | TP1={_format_num(ptp1)} | TP2={_format_num(ptp2)} | TP3={_format_num(ptp3)} | R:R={_format_num(prr)}")
  1924→    lines.append(clean(data.get("risk_management_comment", "")))
  1925→    lines.append(f"⚖️ Альтернатива: SL={_format_num(asl)} | TP1={_format_num(atp1)} | TP2={_format_num(atp2)} | TP3={_format_num(atp3)} | R:R={_format_num(arr)}")
  1926→    lines.append(clean(data.get("scenario_status_comment", "")))
  1927→    lines.append(f"📝 Факты: {clean(data.get('fact_feedback', ''))}")
  1928→    lines.append(f"🎯 Уверенность: {clean(data.get('confidence', 'low')).capitalize()} | {clean(data.get('confidence_reason', ''))}")
  1929→
  1930→    # убрать пустые строки и подряд идущие пустые строки
  1931→    filtered = []
  1932→    for line in lines:
  1933→        if line is None:
  1934→            continue
  1935→        s = str(line).rstrip()
  1936→        if not s.strip():
  1937→            continue
  1938→        filtered.append(s)
  1939→
  1940→    return _cleanup_empty_lines("\n".join(filtered))
  1941→
  1942→
  1943→def _format_zigzag_context_compact(ctx: dict) -> str:
  1944→    """
  1945→    Компактный текстовый сериализатор ZigZag контекста для промпта LLM.
  1946→    ~700 chars вместо 3584 chars сырого JSON — меньше токенов, больше сигнала.
  1947→    """
  1948→    if not ctx or not isinstance(ctx, dict) or ctx.get("error"):
  1949→        return ctx.get("message", "ZigZag недоступен.") if isinstance(ctx, dict) else "{}"
  1950→
  1951→    lines = []
  1952→
  1953→    # Stack summary
  1954→    stack = ctx.get("stack") or {}
  1955→    if stack:
  1956→        lines.append(
